0.993428258488,,
9,1
16,1
34,1
36,1
38,-1
55,1
59,1
66,1
68,1
75,1
79,-1
81,-1
83,-1
87,-1
101,-1
111,-1
117,1
120,1
121,1
122,-1
124,1
126,1
134,-1
141,1
154,-1
157,-1
160,-1
162,1
168,-1
173,1
174,-1
178,-1
183,-1
185,-1
186,-1
194,-1
197,-1
198,1
208,1
209,-1
213,1
217,1
221,1
223,-1
228,-1
229,-1
234,1
235,1
241,-1
255,1
259,-1
262,-1
267,-1
269,-1
270,-1
280,-1
283,-1
285,-1
293,-1
295,-1
296,-1
302,1
307,-1
312,1
322,-1
340,1
352,1
362,-1
373,-1
378,-1
388,1
394,-1
397,-1
400,-1
406,-1
408,-1
411,-1
418,1
423,-1
425,1
433,-1
434,1
448,-1
460,-1
467,-1
468,1
470,1
481,-1
485,-1
487,1
490,1
492,1
493,-1
494,1
506,-1
508,-1
515,-1
519,-1
520,1
525,1
531,1
534,1
535,-1
544,-1
549,-1
559,-1
562,-1
567,-1
595,1
598,-1
601,-1
602,1
603,-1
622,-1
626,1
634,-1
635,-1
643,-1
645,1
651,-1
655,-1
659,-1
668,-1
670,-1
671,-1
676,-1
679,-1
686,1
698,1
703,1
720,-1
722,1
726,-1
737,1
738,1
739,-1
744,1
750,-1
753,-1
758,1
760,1
768,-1
769,-1
770,1
775,-1
780,-1
781,1
782,1
794,1
802,1
812,-1
823,1
828,-1
830,1
833,-1
847,1
853,-1
857,-1
858,1
877,-1
882,-1
892,-1
894,-1
897,1
905,-1
917,-1
918,1
919,-1
924,-1
926,-1
928,-1
932,-1
934,1
941,1
942,-1
951,-1
954,-1
960,-1
962,-1
966,-1
967,-1
970,-1
974,-1
975,1
977,-1
986,-1
987,-1
988,1
992,-1
1009,1
1013,1
1016,-1
1018,-1
1019,-1
1020,1
1022,-1
1028,1
1033,-1
1045,-1
1050,-1
1075,-1
1083,-1
1096,-1
1102,1
1117,-1
1123,-1
1128,-1
1153,-1
1162,-1
1168,1
1177,1
1181,1
1184,-1
1193,1
1200,-1
1203,1
1211,1
1212,-1
1214,-1
1216,-1
1220,-1
1221,1
1226,-1
1231,1
1232,-1
1241,1
1246,-1
1254,1
1261,1
1264,-1
1266,-1
1273,1
1274,-1
1275,-1
1277,-1
1279,-1
1281,-1
1292,1
1302,-1
1325,-1
1326,1
1343,-1
1344,-1
1347,-1
1353,-1
1354,-1
1360,-1
1361,-1
1366,1
1368,-1
1371,-1
1382,-1
1389,-1
1408,-1
1409,1
1412,1
1424,1
1425,1
1433,-1
1434,-1
1438,-1
1445,-1
1449,1
1454,1
1457,1
1458,-1
1466,1
1467,-1
1469,-1
1474,1
1478,-1
1483,-1
1497,-1
1499,1
1500,-1
1520,-1
1523,1
1537,1
1540,-1
1552,1
1558,-1
1559,1
1561,-1
1562,-1
1566,-1
1567,1
1569,-1
1583,-1
1587,-1
1589,1
1595,-1
1599,1
1600,-1
1612,-1
1614,1
1624,-1
1632,-1
1638,1
1641,-1
1644,-1
1656,-1
1672,1
1673,1
1681,1
1683,1
1688,-1
1691,-1
1696,1
1704,-1
1706,1
1715,-1
1722,-1
1732,-1
1733,-1
1741,-1
1742,-1
1749,-1
1750,-1
1751,1
1754,-1
1757,-1
1759,1
1763,-1
1772,1
1775,-1
1781,-1
1784,-1
1786,-1
1788,1
1791,-1
1793,-1
1798,1
1803,-1
1805,-1
1808,1
1810,-1
1817,-1
1820,-1
1825,1
1827,-1
1829,-1
1840,-1
1855,-1
1856,-1
1860,-1
1868,-1
1877,-1
1885,1
1887,-1
1889,1
1890,-1
1895,-1
1921,-1
1936,1
1941,-1
1953,-1
1960,-1
1968,-1
1979,-1
1981,1
1987,-1
1988,-1
1993,-1
1994,1
2008,-1
2014,-1
2021,1
2025,-1
2044,-1
2045,-1
2048,-1
2054,-1
2063,-1
2066,-1
2067,-1
2070,-1
2083,-1
2086,-1
2090,-1
2091,-1
2101,-1
2109,-1
2110,1
2111,-1
2112,1
2132,1
2139,1
2145,1
2159,1
2167,-1
2171,-1
2174,-1
2175,1
2181,-1
2185,1
2187,-1
2190,-1
2194,-1
2218,1
2219,-1
2221,-1
2223,-1
2229,1
2231,-1
2234,1
2236,-1
2249,-1
2253,1
2254,-1
2267,-1
2269,-1
2271,-1
2275,1
2281,-1
2285,-1
2298,1
2320,1
2327,-1
2339,1
2345,-1
2364,-1
2383,-1
2392,-1
2401,-1
2402,-1
2408,1
2409,1
2422,-1
2428,-1
2448,-1
2452,-1
2453,-1
2461,1
2472,-1
2478,1
2482,1
2489,-1
2490,-1
2495,-1
2502,1
2506,1
2510,-1
2514,1
2515,-1
2516,-1
2519,-1
2525,1
2528,-1
2541,-1
2549,-1
2555,-1
2560,1
2565,-1
2573,1
2576,-1
2581,-1
2585,-1
2588,-1
2603,-1
2609,-1
2616,-1
2618,1
2622,-1
2624,1
2629,-1
2632,-1
2637,-1
2641,-1
2649,1
2655,1
2656,-1
2659,-1
2663,-1
2667,-1
2670,-1
2682,-1
2689,-1
2693,-1
2694,-1
2695,-1
2698,-1
2699,-1
2704,-1
2717,-1
2718,1
2723,-1
2726,-1
2727,1
2731,-1
2743,1
2745,1
2748,1
2756,-1
2760,-1
2761,1
2777,-1
2778,-1
2779,-1
2781,-1
2794,-1
2796,1
2797,-1
2799,-1
2801,-1
2806,-1
2811,-1
2817,-1
2820,1
2821,-1
2823,-1
2832,-1
2843,-1
2854,1
2861,-1
2865,1
2875,1
2876,-1
2887,-1
2889,-1
2890,-1
2895,-1
2897,-1
2902,-1
2905,-1
2909,-1
2913,1
2923,-1
2930,1
2933,-1
2943,1
2945,1
2948,-1
2956,1
2957,1
2959,-1
2960,1
2969,1
2970,-1
2972,1
2973,-1
2981,-1
2986,-1
2987,-1
2990,1
2997,1
3004,-1
3012,-1
3013,-1
3014,-1
3020,-1
3024,1
3026,-1
3027,-1
3031,-1
3033,-1
3035,-1
3036,-1
3046,-1
3050,-1
3052,-1
3060,-1
3066,-1
3071,1
3072,-1
3074,-1
3082,1
3084,-1
3094,-1
3095,-1
3101,-1
3113,-1
3120,-1
3121,-1
3132,1
3135,-1
3139,1
3144,-1
3146,1
3157,-1
3162,-1
3171,1
3173,-1
3179,-1
3184,-1
3185,-1
3193,-1
3202,-1
3207,-1
3210,-1
3213,1
3216,-1
3220,-1
3226,-1
3229,1
3241,1
3243,-1
3250,-1
3251,-1
3252,-1
3253,-1
3255,-1
3262,1
3275,1
3278,1
3282,-1
3293,-1
3295,1
3301,-1
3313,1
3330,-1
3337,-1
3340,-1
3341,-1
3345,-1
3354,-1
3355,-1
3356,-1
3363,-1
3365,-1
3366,1
3379,-1
3386,-1
3390,-1
3397,-1
3408,-1
3414,1
3420,-1
3426,1
3428,1
3431,-1
3437,-1
3439,1
3446,-1
3447,-1
3455,1
3463,1
3471,-1
3480,-1
3483,-1
3486,-1
3498,-1
3502,-1
3508,-1
3518,1
3523,1
3529,-1
3530,-1
3534,-1
3537,-1
3546,-1
3560,-1
3568,-1
3571,-1
3586,-1
3594,1
3605,-1
3606,-1
3612,-1
3613,-1
3614,-1
3617,1
3621,1
3622,1
3623,-1
3635,-1
3638,-1
3642,-1
3643,-1
3646,-1
3648,1
3650,-1
3657,-1
3659,-1
3662,-1
3664,1
3674,1
3680,1
3693,-1
3696,-1
3706,-1
3714,-1
3719,-1
3727,1
3731,-1
3733,-1
3737,-1
3741,-1
3743,-1
3750,1
3752,-1
3754,-1
3762,-1
3763,1
3766,-1
3778,-1
3785,-1
3787,-1
3790,-1
3793,-1
3794,-1
3797,-1
3799,-1
3805,-1
3823,-1
3837,-1
3869,-1
3872,-1
3881,1
3882,1
3883,-1
3885,1
3887,-1
3893,-1
3894,-1
3902,1
3910,1
3918,-1
3929,-1
3930,-1
3938,-1
3945,1
3947,-1
3955,-1
3956,-1
3966,1
3973,1
3976,1
3980,-1
3985,-1
3994,-1
4006,1
4008,-1
4010,-1
4014,-1
4022,1
4036,-1
4037,-1
4043,1
4044,-1
4056,-1
4058,-1
4084,1
4087,-1
4089,-1
4099,-1
4111,-1
4118,-1
4121,-1
4123,1
4127,1
4128,-1
4134,1
4142,-1
4144,-1
4145,1
4150,-1
4155,-1
4161,-1
4165,-1
4169,-1
4177,1
4180,1
4182,-1
4193,-1
4195,-1
4208,1
4209,-1
4212,1
4217,-1
4221,1
4227,1
4236,-1
4252,-1
4257,-1
4267,-1
4271,-1
4276,-1
4278,-1
4284,1
4290,-1
4291,-1
4297,1
4298,-1
4301,-1
4303,1
4313,-1
4327,1
4335,-1
4336,-1
