0.99452354874,,
000008.png,0
000012.png,0
000026.png,0
000030.png,0
000031.png,0
000033.png,0
000042.png,0
000050.png,0
000056.png,0
000059.png,1
000061.png,1
000062.png,0
000065.png,0
000070.png,0
000074.png,1
000076.png,0
000081.png,0
000082.png,0
000086.png,0
000091.png,0
000097.png,1
000100.png,0
000111.png,0
000114.png,0
000120.png,1
000122.png,0
000134.png,0
000137.png,0
000145.png,1
000146.png,0
000154.png,0
000157.png,0
000158.png,1
000160.png,0
000161.png,1
000169.png,0
000179.png,0
000180.png,1
000190.png,1
000192.png,0
000194.png,0
000195.png,1
000196.png,0
000199.png,0
000200.png,0
000211.png,0
000212.png,0
000218.png,0
000233.png,0
000234.png,1
000242.png,1
000243.png,0
000244.png,1
000245.png,0
000246.png,0
000256.png,0
000262.png,0
000277.png,0
000282.png,0
000283.png,0
000292.png,0
000294.png,0
000299.png,1
000307.png,0
000309.png,0
000320.png,0
000321.png,0
000328.png,0
000331.png,0
000332.png,0
000335.png,0
000336.png,0
000337.png,0
000338.png,1
000339.png,1
000340.png,1
000356.png,0
000360.png,0
000369.png,0
000379.png,0
000380.png,0
000382.png,0
000398.png,1
000403.png,1
000407.png,0
000411.png,0
000416.png,1
000417.png,0
000423.png,0
000424.png,0
000426.png,0
000436.png,0
000447.png,0
000465.png,0
000473.png,0
000481.png,0
000483.png,0
000484.png,0
000487.png,1
000499.png,0
000515.png,0
000518.png,0
000529.png,0
000536.png,1
000537.png,0
000541.png,0
000557.png,0
000558.png,0
000560.png,1
000569.png,0
000576.png,1
000578.png,1
000579.png,1
000586.png,0
000587.png,0
000590.png,0
000595.png,1
000597.png,0
000598.png,0
000606.png,1
000617.png,1
000619.png,1
000620.png,0
000622.png,0
000623.png,0
000629.png,0
000651.png,0
000653.png,0
000655.png,0
000667.png,1
000673.png,0
000683.png,0
000684.png,0
000694.png,0
000697.png,1
000704.png,0
000705.png,0
000707.png,0
000709.png,0
000723.png,1
000726.png,0
000732.png,0
000738.png,1
000751.png,0
000763.png,0
000773.png,0
000776.png,0
000781.png,1
000782.png,1
000790.png,0
000791.png,0
000793.png,1
000797.png,0
000798.png,1
000799.png,0
000806.png,1
000807.png,0
000814.png,0
000825.png,0
000832.png,1
000833.png,0
000834.png,1
000846.png,0
000850.png,0
000851.png,0
000852.png,0
000861.png,0
000864.png,0
000871.png,1
000874.png,0
000877.png,0
000880.png,1
000885.png,0
000896.png,0
000904.png,0
000913.png,1
000914.png,0
000916.png,0
000926.png,0
000929.png,0
000932.png,0
000938.png,0
000940.png,1
000943.png,0
000944.png,1
000950.png,0
000959.png,0
000964.png,0
000967.png,0
000970.png,0
000979.png,1
000986.png,0
000987.png,0
001001.png,0
001003.png,0
001005.png,0
001017.png,0
001019.png,0
001020.png,1
001021.png,0
001028.png,1
001029.png,0
001030.png,0
001038.png,0
001040.png,1
001042.png,0
001049.png,1
001051.png,1
001053.png,0
001068.png,0
001071.png,0
001077.png,1
001081.png,1
001089.png,0
001093.png,1
001101.png,0
001104.png,0
001107.png,1
001115.png,1
001116.png,0
001119.png,1
001120.png,1
001125.png,0
001126.png,1
001136.png,1
001150.png,1
001153.png,0
001166.png,0
001177.png,1
001179.png,0
001180.png,1
001191.png,0
001197.png,1
001199.png,0
001211.png,1
001213.png,0
001218.png,0
001224.png,0
001226.png,0
001227.png,1
001228.png,0
001236.png,0
001242.png,0
001247.png,0
001249.png,1
001255.png,0
001265.png,0
001284.png,1
001288.png,0
001298.png,0
001307.png,0
001308.png,1
001316.png,1
001320.png,0
001323.png,0
001324.png,0
001332.png,1
001342.png,0
001350.png,0
001354.png,0
001355.png,0
001363.png,0
001372.png,0
001374.png,0
001388.png,0
001389.png,0
001397.png,0
001401.png,0
001402.png,1
001410.png,1
001413.png,0
001420.png,0
001426.png,1
001427.png,0
001431.png,0
001433.png,0
001435.png,1
001439.png,0
001450.png,0
001457.png,1
001464.png,1
001468.png,0
001475.png,0
001476.png,1
001484.png,1
001491.png,0
001492.png,0
001493.png,1
001501.png,1
001505.png,0
001515.png,1
001516.png,1
001517.png,1
001520.png,0
001524.png,0
001528.png,1
001548.png,1
001557.png,0
001558.png,0
001559.png,1
001561.png,0
001562.png,0
001575.png,0
001588.png,0
001589.png,1
001597.png,0
001598.png,1
001607.png,0
001623.png,0
001625.png,0
001633.png,0
001637.png,0
001641.png,0
001647.png,0
001648.png,0
001661.png,1
001662.png,0
001669.png,1
001672.png,1
001678.png,0
001679.png,0
001686.png,0
001687.png,0
001688.png,0
001699.png,0
001709.png,1
001710.png,1
001715.png,0
001717.png,0
001721.png,1
001727.png,0
001745.png,0
001750.png,0
001753.png,1
001756.png,1
001760.png,1
001768.png,0
001770.png,1
001774.png,0
001779.png,1
001795.png,0
001803.png,0
001820.png,0
001828.png,0
001831.png,0
001832.png,0
001834.png,0
001838.png,0
001842.png,0
001857.png,0
001859.png,0
001862.png,0
001869.png,1
001874.png,1
001880.png,0
001888.png,0
001889.png,1
001899.png,0
001900.png,1
001918.png,0
001923.png,0
001936.png,1
001938.png,0
001939.png,0
001940.png,0
001958.png,0
001974.png,0
001980.png,1
001981.png,1
001982.png,1
001984.png,1
001986.png,0
002000.png,0
002002.png,0
002005.png,0
002006.png,0
002009.png,0
002015.png,0
002021.png,1
002028.png,0
002031.png,1
002032.png,0
002041.png,0
002043.png,0
002044.png,0
002054.png,0
002059.png,1
002067.png,0
002079.png,0
002084.png,0
002089.png,1
002100.png,0
002105.png,1
002106.png,1
002109.png,0
002110.png,1
002130.png,0
002133.png,1
002137.png,1
002139.png,1
002140.png,1
002142.png,0
002149.png,0
002166.png,0
002170.png,0
002171.png,0
002172.png,0
002175.png,1
002176.png,0
002179.png,0
002189.png,0
002190.png,0
002203.png,1
002204.png,0
002205.png,1
002211.png,0
002223.png,0
002229.png,1
002249.png,0
002253.png,0
002263.png,0
002270.png,0
002276.png,0
002288.png,1
002289.png,0
002290.png,0
002292.png,0
002296.png,0
002308.png,0
002310.png,0
002311.png,0
002315.png,1
002319.png,0
002327.png,0
002335.png,1
002339.png,1
002353.png,1
002362.png,0
002365.png,1
002367.png,0
002379.png,0
002383.png,0
002387.png,0
002391.png,0
002394.png,0
002402.png,0
002411.png,0
002418.png,0
002423.png,1
002426.png,0
002438.png,1
002448.png,0
002451.png,0
002458.png,1
002460.png,0
002461.png,1
002466.png,0
002474.png,1
002481.png,0
002483.png,0
002509.png,0
002511.png,0
002521.png,0
002522.png,1
002531.png,1
002532.png,0
002546.png,0
002547.png,1
002559.png,0
002565.png,0
002570.png,0
002572.png,0
002574.png,0
002589.png,1
002593.png,0
002599.png,0
002603.png,0
002605.png,1
002607.png,1
002615.png,0
002620.png,0
002623.png,1
002625.png,0
002628.png,0
002640.png,0
002648.png,0
002654.png,1
002657.png,1
002659.png,0
002660.png,1
002664.png,1
002669.png,1
002670.png,0
002673.png,1
002674.png,0
002678.png,0
002682.png,0
002684.png,0
002691.png,1
002693.png,0
002694.png,0
002699.png,0
002708.png,0
002709.png,0
002717.png,0
002718.png,1
002726.png,0
002736.png,0
002737.png,1
002743.png,1
002746.png,1
002749.png,0
002750.png,0
002754.png,0
002774.png,0
002781.png,0
002789.png,0
002799.png,0
002801.png,0
002802.png,1
002806.png,0
002812.png,1
002814.png,1
002815.png,0
002821.png,0
002822.png,1
002837.png,0
002844.png,1
002851.png,0
002860.png,0
002866.png,0
002889.png,0
002890.png,0
002907.png,0
002909.png,0
002910.png,0
002914.png,0
002920.png,1
002923.png,0
002928.png,0
002932.png,1
002934.png,1
002936.png,0
002949.png,0
002951.png,1
002954.png,1
002958.png,0
002960.png,1
002968.png,0
002971.png,1
002978.png,1
002980.png,0
002986.png,0
002992.png,1
002997.png,1
003004.png,0
003006.png,0
003010.png,0
003013.png,0
003015.png,0
003020.png,0
003038.png,0
003039.png,0
003048.png,0
003052.png,0
003053.png,1
003056.png,0
003058.png,0
003060.png,0
003063.png,1
003073.png,1
003083.png,0
003084.png,0
003092.png,0
003095.png,0
003100.png,0
003102.png,0
003103.png,0
003108.png,1
003109.png,0
003112.png,0
003113.png,0
003120.png,0
003128.png,0
003129.png,0
003131.png,1
003132.png,1
003136.png,0
003140.png,0
003152.png,1
003153.png,0
003155.png,1
003160.png,0
003163.png,0
003179.png,0
003215.png,0
003216.png,0
003219.png,0
003221.png,0
003246.png,0
003248.png,0
003249.png,0
003254.png,1
003255.png,0
003256.png,0
003266.png,0
003269.png,0
003272.png,0
003274.png,0
003276.png,0
003288.png,1
003289.png,1
003292.png,0
003309.png,0
003314.png,1
003318.png,0
003352.png,0
003355.png,0
003361.png,0
003365.png,0
003374.png,1
003377.png,0
003379.png,0
003382.png,1
003386.png,0
003394.png,0
003404.png,1
003405.png,0
003408.png,0
003412.png,0
003415.png,0
003421.png,0
003423.png,0
003429.png,1
003434.png,0
003444.png,0
003445.png,0
003455.png,1
003464.png,1
